Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,,
21,Female,Bachelor's,Widowed,61252,717,23674,Personal,Employed,1,Fair,0.591192743,25192,2,South Jonathanshire,KY,Ireland,4,0,Low,,
58,Male,High School,Divorced,117480,792,24244,Home,Self-employed,10,Excellent,0.365923388,249776,0,Aaronhaven,WA,Slovenia,4,1,Low,,
61,Female,PhD,Widowed,30114,689,40896,Business,Self-employed,9,Poor,0.219420588,281284,4,Salazarbury,AK,Netherlands,1,1,Medium,,
34,Non-binary,PhD,Divorced,43057,793,33294,Auto,Employed,6,Poor,0.161286893,85420,3,Nicholasside,PA,Martinique,1,2,Low,,
39,Female,Bachelor's,Single,83576,648,26462,Personal,Employed,4,Excellent,0.101633969,257065,0,Jonathanberg,IL,Poland,0,0,Low,,
52,Non-binary,Bachelor's,Single,112469,606,5824,Personal,Unemployed,14,Excellent,0.555607157,254011,0,Wagnerberg,AL,Barbados,1,1,Medium,,
60,Female,PhD,Married,65489,755,29809,Business,Unemployed,14,Poor,0.333507155,55438,2,East Krystalbury,SC,Uruguay,1,2,Low,,
55,Female,Master's,Married,63888,753,12374,Home,Unemployed,1,Excellent,0.310373851,88471,4,Petersonland,ME,South Africa,2,1,Low,,
51,Female,Master's,Divorced,50215,741,18918,Personal,Employed,0,Fair,0.496292812,245112,0,New Crystal,SC,Gibraltar,4,0,Low,,
45,Female,High School,Divorced,38220,692,34712,Business,Unemployed,16,Good,0.44226628,93138,3,Thompsonfort,SC,French Polynesia,1,2,Medium,,
30,Non-binary,PhD,Married,89647,769,18845,Personal,Self-employed,14,Good,0.362713746,212788,4,Hartmanshire,NH,Solomon Islands,3,2,High,,
46,Female,PhD,Married,24125,653,33618,Home,Unemployed,11,Good,0.405522479,161008,0,North Aliciahaven,WY,Hungary,4,1,High,,
46,Non-binary,High School,Widowed,84108,625,31889,Personal,Employed,16,Good,0.592552791,155090,3,Smithfort,NE,Italy,0,2,High,,
23,Male,High School,Married,111049,753,19647,Business,Unemployed,10,Excellent,0.493237078,248678,1,New David,NC,Hong Kong,1,0,Low,,
63,Male,Bachelor's,Married,56434,609,47010,Home,Employed,4,Poor,0.415159344,197500,4,Wendymouth,MP,Malta,0,1,Medium,,
50,Non-binary,Bachelor's,Married,28070,610,18239,Personal,Self-employed,18,Fair,0.349482644,256441,4,South Johnville,MT,Saint Vincent and the Grenadines,2,0,Low,,
68,Male,High School,Widowed,41529,671,45327,Business,Self-employed,16,Excellent,0.227010334,163080,4,Port Jerry,PW,Ethiopia,4,1,Low,,
23,Non-binary,Master's,Widowed,65643,600,26014,Home,Self-employed,13,Fair,0.376295985,221986,2,Lake Jessicaside,OR,Venezuela,2,2,Low,,
69,Female,High School,Married,95017,711,21270,Home,Self-employed,13,Excellent,0.407406194,244404,1,Lake Vickie,WV,Botswana,0,1,Low,,
20,Female,Bachelor's,Divorced,90831,619,41021,Auto,Self-employed,17,Excellent,0.336149167,186589,4,Goodwinbury,GU,Northern Mariana Islands,1,0,Low,,
20,Female,PhD,Widowed,81321,635,20942,Business,Self-employed,7,Fair,0.322273211,227953,1,Lake Anita,AZ,Sudan,3,0,Low,,
34,Non-binary,Bachelor's,Single,65310,701,5061,Personal,Employed,17,Good,0.395119144,43258,2,Brucebury,TX,American Samoa,3,0,Low,,
50,Female,PhD,Divorced,48410,667,25513,Auto,Unemployed,11,Poor,0.234526444,129264,4,Amandaton,RI,Somalia,2,2,Low,,
28,Male,PhD,Married,70420,620,9960,Personal,Unemployed,7,Poor,0.28016062,122188,1,Weberburgh,SC,Mauritius,0,0,Low,,
22,Female,PhD,Married,68709,744,30632,Auto,Self-employed,5,Good,0.192024231,259405,2,Lake Heather,CA,French Southern Territories,0,0,Low,,
67,Female,PhD,Married,60797,697,17248,Auto,Unemployed,18,Good,0.142243962,66499,2,Claytonfort,MD,Dominica,0,2,High,,
30,Non-binary,Master's,Single,74515,711,23961,Business,Employed,12,Fair,0.560803497,193579,0,Rachelside,IN,Burkina Faso,2,1,Low,,
53,Female,Bachelor's,Divorced,117119,639,11917,Auto,Self-employed,17,Fair,0.264004937,204968,3,Port Charles,AS,Lebanon,3,1,Medium,,
46,Non-binary,High School,Single,84990,779,31365,Personal,Employed,8,Poor,0.115800234,148430,2,Turnerport,OH,Cameroon,3,1,Medium,,
19,Male,High School,Widowed,99382,785,27368,Home,Unemployed,18,Poor,0.268851721,280798,4,South Erica,ME,Albania,2,1,Low,,
65,Non-binary,Master's,Married,92439,731,38186,Auto,Unemployed,2,Poor,0.443534059,22774,4,Perryburgh,LA,Samoa,2,2,Low,,
56,Female,Master's,Single,93916,761,21257,Home,Employed,8,Poor,0.506883079,202114,4,Forbesville,MH,Greenland,1,2,Low,,
68,Non-binary,Master's,Divorced,109017,793,13806,Home,Unemployed,4,Excellent,0.557294742,131879,2,New Christian,ME,Saint Kitts and Nevis,3,2,Medium,,
25,Non-binary,PhD,Married,72268,613,14863,Business,Self-employed,15,Excellent,0.321795885,279136,0,Port Nathan,GU,Armenia,1,1,Low,,
35,Male,Master's,Divorced,90342,774,20286,Home,Self-employed,1,Good,0.524343232,91941,3,Woodberg,MH,Guyana,0,0,Medium,,
60,Female,Bachelor's,Single,57116,747,19045,Home,Unemployed,8,Excellent,0.37030222,109428,4,Allenbury,DC,Macao,2,2,Low,,
63,Non-binary,Bachelor's,Single,72147,685,32153,Auto,Self-employed,12,Good,0.299451844,118975,4,Ballardland,KS,Holy See (Vatican City State),4,2,Low,,
43,Non-binary,Master's,Divorced,81775,624,45033,Home,Unemployed,5,Good,0.522288305,108206,2,Lake Teresa,IA,Yemen,4,0,Medium,,
65,Male,High School,Divorced,35389,748,19991,Home,Employed,10,Excellent,0.194571316,84702,4,North Williamberg,ID,Ghana,0,1,Low,,
22,Male,High School,Married,90908,654,36300,Auto,Employed,14,Poor,0.131437878,59977,0,North Jeffreymouth,PW,Bahamas,0,2,Medium,,
30,Female,Master's,Widowed,47940,780,27408,Home,Unemployed,3,Fair,0.287111671,251133,4,Port Lisa,MN,Saint Helena,4,2,Medium,,
50,Non-binary,High School,Married,105151,766,33842,Business,Self-employed,14,Poor,0.523853778,224759,0,Dawntown,PR,Jersey,0,2,Medium,,
35,Male,Bachelor's,Single,33601,749,12443,Personal,Employed,2,Poor,0.409051774,22645,4,North Eric,MD,Togo,0,0,Low,,
59,Male,Bachelor's,Widowed,37426,775,43763,Auto,Employed,4,Good,0.557398293,59775,0,West Savannahland,OH,Qatar,0,2,Low,,
42,Male,Master's,Widowed,30707,666,21315,Home,Self-employed,1,Fair,0.165876715,261256,0,Jessicafort,VA,Estonia,3,1,Low,,
58,Female,Master's,Divorced,58622,617,32139,Home,Self-employed,4,Fair,0.131894358,223220,0,Deborahchester,ME,Malawi,0,1,Low,,
69,Non-binary,PhD,Divorced,59242,782,44752,Auto,Self-employed,5,Excellent,0.499531774,21925,3,Port Monica,ND,Bangladesh,4,2,Low,,
62,Female,Master's,Married,52784,605,37284,Auto,Self-employed,3,Excellent,0.427597162,217121,0,East Lukebury,PR,Bermuda,4,0,Medium,,
31,Male,Master's,Divorced,107189,605,32427,Home,Self-employed,15,Fair,0.595393019,125402,0,East Christinaport,WA,Guinea-Bissau,2,1,High,,
52,Female,Master's,Divorced,22977,701,33836,Personal,Unemployed,6,Fair,0.361416697,85719,2,Roachside,NV,Rwanda,0,2,Low,,
23,Female,PhD,Widowed,39897,764,22608,Auto,Employed,15,Excellent,0.581228131,195177,3,Port Kelly,TX,Cambodia,1,1,Low,,
32,Non-binary,PhD,Divorced,21705,768,23232,Home,Employed,3,Fair,0.44598451,200972,3,North Erica,CO,Serbia,0,2,High,,
51,Male,Master's,Married,25839,631,19454,Auto,Employed,7,Poor,0.114370167,160156,3,Nicolebury,OK,Myanmar,2,0,Low,,
67,Female,Master's,Married,59978,709,9222,Auto,Unemployed,1,Poor,0.215381579,191011,2,Kyleland,OH,Philippines,2,0,Low,,
39,Male,Master's,Widowed,30246,764,6493,Home,Employed,1,Good,0.24886013,27380,3,Port Nicholas,VA,Dominican Republic,2,2,Low,,
50,Non-binary,PhD,Widowed,31338,753,45245,Auto,Self-employed,4,Good,0.252169746,242829,0,Taylorbury,ND,United States of America,0,0,Medium,,
60,Non-binary,High School,Divorced,20969,623,6124,Personal,Employed,9,Good,0.329092764,34172,4,Port Tina,SC,Italy,2,0,Medium,,
57,Male,Master's,Single,76078,661,28953,Auto,Self-employed,15,Excellent,0.209651358,214813,1,Sylviafurt,OK,Cuba,2,1,Low,,
56,Male,High School,Divorced,67411,691,44880,Personal,Employed,0,Poor,0.380644211,225610,3,North Alyssafort,CO,Senegal,1,0,Low,,
65,Non-binary,High School,Single,40828,686,23119,Business,Unemployed,1,Fair,0.108477069,144001,1,Port Lonnie,KS,Wallis and Futuna,3,2,Medium,,
66,Non-binary,High School,Married,71843,610,33671,Home,Self-employed,0,Fair,0.363272787,88386,4,East Jasmine,IA,Namibia,0,0,Low,,
47,Female,Bachelor's,Divorced,27855,714,22924,Auto,Employed,18,Excellent,0.561102418,245570,0,Rubenchester,TX,Brazil,1,1,Medium,,
59,Non-binary,Master's,Married,88095,636,49173,Auto,Unemployed,1,Good,0.450511325,274870,4,Manningshire,WV,Burundi,3,1,High,,
55,Non-binary,High School,Married,44883,740,28486,Home,Unemployed,10,Excellent,0.386810671,165329,0,West Desireeton,NV,Kenya,2,0,Low,,
20,Male,Master's,Married,21320,689,17350,Personal,Self-employed,16,Poor,0.209221886,280603,3,Jordanton,PR,Liberia,4,0,Low,,
37,Non-binary,PhD,Widowed,91632,635,26420,Personal,Self-employed,2,Poor,0.338859824,292807,4,Chadton,NE,Ukraine,0,0,Medium,,
45,Female,PhD,Widowed,104764,725,25357,Home,Unemployed,1,Good,0.14939883,100787,1,West Samanthaport,MO,Bhutan,3,0,Medium,,
24,Non-binary,PhD,Widowed,77235,745,21561,Personal,Employed,13,Poor,0.478724007,231415,4,Michaelberg,OR,France,2,2,Medium,,
51,Non-binary,High School,Single,110426,627,5787,Home,Self-employed,5,Excellent,0.543621555,216555,1,North Michael,MH,Saint Martin,0,0,Low,,
42,Non-binary,PhD,Divorced,88230,791,12587,Personal,Self-employed,14,Fair,0.264790831,148574,3,North Bailey,KS,Latvia,4,0,High,,
49,Female,Bachelor's,Widowed,42735,693,35460,Business,Employed,9,Poor,0.24940991,222338,3,Vanessaport,NE,Armenia,0,0,Medium,,
29,Male,Bachelor's,Married,102782,676,22451,Home,Employed,8,Excellent,0.162537819,290438,3,New Jamesburgh,HI,Malawi,1,2,High,,
39,Male,High School,Single,43574,610,32520,Business,Unemployed,19,Good,0.335287297,96780,0,New Ashleyshire,UT,Albania,3,2,Low,,
25,Male,Bachelor's,Single,55162,639,25592,Business,Unemployed,7,Good,0.211350815,137826,4,Port Brian,AR,Benin,2,2,Low,,
28,Non-binary,High School,Single,54678,661,13142,Personal,Self-employed,16,Excellent,0.56618597,148254,1,Hallhaven,VI,Libyan Arab Jamahiriya,0,2,Low,,
58,Female,PhD,Single,108116,686,11567,Business,Employed,7,Fair,0.324100082,76928,4,Turnerberg,CA,Benin,3,1,Low,,
45,Female,Master's,Widowed,22631,650,5987,Business,Unemployed,11,Poor,0.129818432,171255,4,Loganmouth,PA,Sao Tome and Principe,3,0,Low,,
44,Female,High School,Married,94374,734,17225,Personal,Employed,9,Good,0.111231035,262453,1,Jenkinshaven,DC,British Indian Ocean Territory (Chagos Archipelago),0,2,Medium,,
61,Female,Master's,Widowed,117222,663,8462,Business,Employed,5,Excellent,0.195929801,206767,2,Lake Anna,VI,Sierra Leone,3,1,Medium,,
26,Female,Master's,Married,25351,703,35886,Home,Unemployed,2,Fair,0.487288116,96192,2,Sharonfort,AK,Guernsey,1,0,Medium,,
29,Female,PhD,Divorced,84555,735,40341,Personal,Employed,18,Excellent,0.55771297,49334,1,Hessstad,VI,Bahrain,0,0,Low,,
21,Male,Master's,Single,46283,635,35323,Home,Employed,14,Excellent,0.144039536,128721,1,Ericburgh,MI,Albania,3,1,Low,,
39,Non-binary,Master's,Married,23554,718,46249,Home,Self-employed,8,Good,0.479659118,131541,3,New Margaret,NJ,American Samoa,0,1,Medium,,
28,Male,High School,Married,90509,613,44630,Personal,Employed,12,Fair,0.394482277,271999,2,North Stephanie,PW,Gabon,2,0,Medium,,
20,Female,PhD,Single,68372,672,17949,Business,Self-employed,19,Good,0.523975756,22732,4,Andrewmouth,SD,Faroe Islands,4,0,Low,,
42,Male,High School,Widowed,118706,675,13272,Business,Employed,13,Fair,0.433305059,119319,2,Kevinfort,WV,Mali,0,2,Low,,
45,Non-binary,PhD,Widowed,59587,697,18147,Business,Unemployed,9,Poor,0.500303152,70970,3,Lake Jennifer,CA,Wallis and Futuna,0,0,High,,
69,Female,High School,Divorced,58723,736,40898,Home,Employed,15,Fair,0.342199322,126115,1,Kaylaland,MH,Honduras,3,1,Medium,,
66,Female,Master's,Widowed,116542,732,41342,Personal,Self-employed,15,Good,0.364433744,216669,2,Jamesville,DE,Japan,1,1,Medium,,
29,Female,Master's,Single,73326,673,6321,Home,Unemployed,4,Fair,0.326449119,67836,3,Clayland,MP,United Arab Emirates,1,1,Low,,
48,Male,PhD,Widowed,31226,657,48782,Personal,Unemployed,3,Fair,0.3065718,225269,2,Joshuaside,GU,New Caledonia,4,1,Low,,
33,Female,Bachelor's,Widowed,58135,605,16523,Auto,Employed,2,Excellent,0.244070211,251133,4,Matthewsmouth,AK,Madagascar,0,0,Low,,
31,Female,Master's,Divorced,77782,788,14872,Business,Self-employed,11,Excellent,0.126713328,273876,0,North Sandrabury,IA,Singapore,0,1,Medium,,
43,Male,PhD,Divorced,78570,757,40299,Auto,Self-employed,14,Good,0.168522689,204417,4,North Stephen,WY,San Marino,0,0,Medium,,
67,Female,PhD,Married,30952,664,43907,Personal,Unemployed,2,Good,0.118622315,52688,0,East Kristinborough,UT,Gibraltar,3,0,Low,,
34,Female,High School,Married,61411,619,11363,Auto,Employed,6,Fair,0.27028022,251066,3,North Kennethview,IA,Cayman Islands,0,2,Medium,,
20,Male,PhD,Married,35133,619,46606,Auto,Unemployed,16,Fair,0.404346396,259686,0,Wardfort,VT,Brunei Darussalam,3,1,Medium,,
23,Female,Bachelor's,Widowed,36838,735,25205,Home,Unemployed,7,Good,0.10885635,214764,1,Port Bradley,CO,Canada,3,2,Medium,,
50,Male,High School,Widowed,25301,732,45104,Auto,Unemployed,19,Fair,0.431697685,122335,3,Josephmouth,GA,Netherlands Antilles,3,0,Medium,,
63,Male,Bachelor's,Single,76416,648,19646,Personal,Employed,17,Poor,0.566468358,180842,3,Katelynton,CO,Palau,2,0,Low,,
35,Male,PhD,Single,79481,663,37423,Business,Employed,3,Fair,0.103813322,70561,3,Lake Paul,SC,Sudan,1,2,High,,
44,Female,Master's,Divorced,56102,756,6877,Auto,Unemployed,14,Good,0.316445003,63969,2,East Nicholasland,WY,United States of America,1,2,High,,
65,Female,High School,Divorced,43874,616,45856,Business,Unemployed,5,Good,0.478266232,148149,2,Holmestown,MA,Sao Tome and Principe,4,1,Low,,
25,Female,PhD,Single,92131,727,49729,Home,Employed,11,Fair,0.46260026,288404,3,Lake John,MS,Gabon,0,1,High,,
30,Non-binary,PhD,Single,97271,775,26555,Home,Self-employed,14,Poor,0.20132939,290634,0,Wilcoxstad,NJ,Heard Island and McDonald Islands,2,0,High,,
57,Non-binary,Master's,Married,107043,713,30297,Auto,Employed,9,Excellent,0.145315127,189804,1,North Johnton,DE,Liechtenstein,1,0,Low,,
46,Non-binary,PhD,Single,31564,615,42394,Personal,Employed,8,Excellent,0.132707697,226957,2,Port Robertville,GU,Slovakia (Slovak Republic),3,1,Low,,
43,Male,Bachelor's,Married,35457,738,33504,Business,Unemployed,3,Excellent,0.476085552,34214,2,Wilsonstad,NM,Kiribati,3,0,Low,,
52,Female,High School,Divorced,77290,626,9266,Business,Employed,12,Excellent,0.335443756,81229,2,East Danielle,MS,British Indian Ocean Territory (Chagos Archipelago),3,0,Low,,
53,Female,Master's,Divorced,35428,606,47023,Auto,Unemployed,0,Good,0.339566487,174200,4,East Shaneberg,MN,India,4,2,Medium,,
45,Female,Master's,Married,68432,704,49793,Auto,Self-employed,9,Good,0.341913549,261480,0,Angelicaborough,WA,Gibraltar,0,1,Low,,
67,Female,Bachelor's,Widowed,37171,788,24743,Auto,Unemployed,14,Fair,0.263703505,22005,0,South Susanberg,NE,Germany,1,2,Medium,,
54,Male,Master's,Widowed,100096,729,45230,Personal,Self-employed,8,Poor,0.227388003,62039,2,Lake Natalie,CT,Tunisia,3,0,Medium,,
40,Female,Bachelor's,Married,43798,785,11035,Business,Employed,9,Excellent,0.230305292,176865,3,North Kristinfurt,WV,Tuvalu,2,0,Low,,
44,Non-binary,High School,Divorced,33760,615,28070,Business,Unemployed,11,Fair,0.193294529,203061,3,New Scottville,ID,Peru,2,2,Low,,
53,Female,High School,Married,104564,691,12155,Home,Self-employed,16,Fair,0.291165718,291257,2,Loriport,UT,Mauritania,3,0,Medium,,
21,Female,Bachelor's,Single,37443,770,38792,Home,Employed,6,Fair,0.175839682,274954,4,South Whitneybury,MN,Grenada,1,0,Low,,
46,Male,PhD,Divorced,71025,719,41604,Personal,Unemployed,8,Fair,0.259024079,142774,4,Lake Melissatown,MH,Solomon Islands,3,1,High,,
40,Female,Master's,Single,33502,742,49510,Auto,Unemployed,2,Excellent,0.577028927,41574,3,New Elaine,KS,Austria,0,0,Medium,,
54,Female,High School,Widowed,59566,661,39528,Auto,Employed,17,Fair,0.517068806,167607,0,West Christopher,GA,Kazakhstan,0,0,Medium,,
45,Non-binary,High School,Married,65047,731,45003,Personal,Employed,16,Poor,0.249342481,148707,2,New Robinburgh,CO,Seychelles,1,2,High,,
29,Male,Bachelor's,Divorced,107150,730,6808,Auto,Unemployed,11,Fair,0.408551106,160496,4,West Herbertstad,MA,North Macedonia,1,0,Low,,
33,Male,PhD,Divorced,60800,736,42754,Home,Self-employed,18,Good,0.247227847,259714,3,Woodhaven,NM,Uganda,0,2,Low,,
45,Non-binary,High School,Widowed,78639,637,33772,Business,Unemployed,18,Fair,0.585233403,217712,1,East Matthew,VI,Sudan,0,0,Low,,
33,Female,Master's,Married,112812,693,28655,Personal,Employed,4,Fair,0.113248857,204939,2,Lake Shawn,ID,Dominican Republic,4,1,High,,
52,Female,Master's,Divorced,48429,753,16989,Home,Self-employed,18,Good,0.584348835,288291,3,South Jamie,IA,North Macedonia,3,1,Medium,,
55,Female,Bachelor's,Widowed,23830,727,8790,Personal,Unemployed,7,Good,0.513911943,219328,1,Carmenberg,RI,Grenada,1,2,Low,,
31,Female,Master's,Divorced,42778,654,36701,Personal,Self-employed,15,Good,0.532125436,22123,4,Thomasstad,OH,Lebanon,2,1,Low,,
31,Non-binary,Master's,Divorced,88264,677,21723,Auto,Unemployed,10,Poor,0.555173993,214746,0,North Rebeccaburgh,FL,Anguilla,2,2,Low,,
45,Male,Master's,Married,94420,635,49608,Home,Self-employed,14,Excellent,0.27994742,257646,4,Lopezfurt,WY,Lithuania,1,2,Low,,
47,Female,PhD,Single,53580,628,35978,Auto,Self-employed,19,Excellent,0.599389503,126190,2,Reyestown,IA,Heard Island and McDonald Islands,1,1,Medium,,
37,Male,Bachelor's,Single,27407,677,5003,Business,Unemployed,1,Poor,0.480356605,271799,1,Sarahport,ND,Zimbabwe,0,2,Low,,
40,Non-binary,Master's,Married,27645,763,13057,Home,Unemployed,13,Fair,0.229624305,284850,0,West Christina,AZ,Mayotte,3,2,Low,,
39,Non-binary,High School,Single,69948,741,22921,Auto,Employed,7,Poor,0.476838302,51007,1,Hernandezmouth,AS,Egypt,1,2,Low,,
37,Non-binary,High School,Divorced,94570,784,13149,Business,Employed,12,Excellent,0.162248285,230295,3,Travisstad,PR,Guinea-Bissau,3,2,Low,,
25,Male,Master's,Divorced,74418,776,10650,Home,Self-employed,0,Good,0.135302693,60468,3,Robertshire,KS,Somalia,4,1,Low,,
48,Male,High School,Divorced,73952,676,5894,Business,Self-employed,6,Poor,0.481116037,61329,1,Port Kaylee,ME,Mayotte,0,1,Low,,
31,Female,PhD,Married,112693,711,6210,Home,Employed,15,Fair,0.531789618,223760,1,Port David,MH,Cambodia,1,1,Low,,
23,Female,Bachelor's,Single,61335,695,45755,Home,Unemployed,16,Poor,0.262721049,213164,3,New Jasonshire,VT,Fiji,1,0,Low,,
68,Male,Bachelor's,Single,109025,636,38500,Auto,Self-employed,12,Fair,0.404013546,278050,1,Port Erica,ID,French Guiana,2,2,Low,,
23,Non-binary,Bachelor's,Widowed,58516,608,31070,Auto,Unemployed,13,Excellent,0.321341743,161674,3,Markmouth,ME,Haiti,3,0,Low,,
43,Non-binary,High School,Married,116777,634,13362,Home,Unemployed,13,Fair,0.199373116,246313,4,Port Shannontown,NV,Vietnam,2,0,Low,,
28,Female,Master's,Widowed,63832,789,38679,Business,Employed,17,Poor,0.55104934,283074,3,Reneemouth,IL,Congo,2,2,Low,,
47,Non-binary,PhD,Divorced,99777,660,18499,Home,Self-employed,18,Fair,0.345942818,75346,4,Reedhaven,ND,French Polynesia,4,0,Low,,
41,Male,Bachelor's,Widowed,73420,662,14978,Business,Unemployed,1,Poor,0.19880161,35923,4,New Staceyburgh,CT,South Africa,3,0,Low,,
29,Non-binary,High School,Divorced,72798,652,44107,Personal,Employed,10,Poor,0.160360268,247440,2,Freemanfort,MP,Germany,0,0,Low,,
40,Male,Master's,Divorced,25207,673,9617,Business,Unemployed,8,Good,0.520178251,156865,0,Lake Dorothy,WI,Chile,3,0,Low,,
29,Male,Master's,Divorced,66257,619,38049,Personal,Self-employed,13,Excellent,0.535384259,109068,3,New Lisa,MP,Montenegro,1,1,Medium,,
57,Male,Bachelor's,Divorced,98437,662,36450,Personal,Self-employed,10,Poor,0.509870043,127763,4,Theresahaven,MS,Poland,4,1,Low,,
48,Female,Bachelor's,Divorced,86786,726,29126,Home,Employed,0,Poor,0.230388459,178862,0,Lake Kaitlynhaven,OR,Aruba,0,1,Low,,
28,Male,High School,Divorced,66221,684,32224,Business,Unemployed,8,Excellent,0.43895688,141778,3,Hillburgh,PW,Jordan,1,0,Low,,
39,Female,Master's,Widowed,109971,642,11101,Auto,Self-employed,2,Good,0.307217761,248910,3,Aaronborough,CA,Anguilla,0,2,Medium,,
38,Female,PhD,Single,50976,758,30249,Personal,Self-employed,15,Fair,0.472085474,74247,0,Carrside,NC,Wallis and Futuna,3,0,Medium,,
32,Female,Bachelor's,Single,110287,757,7706,Personal,Self-employed,5,Excellent,0.4172292,152010,1,New Marystad,MI,Palau,0,0,High,,
36,Male,Bachelor's,Married,118698,651,45407,Home,Unemployed,11,Good,0.486929395,96744,1,Alyssaton,IL,Benin,4,0,High,,
39,Male,PhD,Single,79784,720,40399,Personal,Employed,6,Fair,0.184216774,177132,3,Victoriastad,FM,Sierra Leone,2,2,Low,,
68,Non-binary,Bachelor's,Divorced,89278,737,25257,Auto,Employed,12,Fair,0.117567229,105821,2,Jonesside,PR,Slovakia (Slovak Republic),2,1,Low,,
54,Female,High School,Single,44887,710,33750,Auto,Unemployed,13,Good,0.163665152,103937,0,Port Timothyburgh,LA,Lithuania,1,2,Medium,,
